Serving HTTP on 127.0.0.1 port 8520 (http://127.0.0.1:8520/) ...
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:04:22] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:07:18] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:22] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:22] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:23] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:13:24] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:16:08] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:23:37] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:26:50] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 19:47:05] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 20:32:30] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 20:35:02] "GET /index.html HTTP/1.1" 200 -
