Serving HTTP on 127.0.0.1 port 8520 (http://127.0.0.1:8520/) ...
127.0.0.1 - - [21/Aug/2026 17:31:39] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:39] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:39] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:40] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:40] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:40] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:40] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:31:40] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:32:53] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:27] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:28] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:28] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:28] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:28] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:36:28] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:38:58] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:43:41] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:25] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:26] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:26] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:26] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:26] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:46:26] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:39] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:39] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:39] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:39] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:39] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:39] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:40] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:41] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:42] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:42] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:42] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:42] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:42] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:54:42] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 17:59:23] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:04:39] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:50] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:51] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:51] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:51] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:51] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:08:51] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/post/ShaderPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/post/UnrealBloomPass.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/core.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/shaders/CopyShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/vendor/shaders/LuminosityHighPassShader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/textures.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/world.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/characters.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/ai.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/audio.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/lore.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/ui.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /assets/characters/orv.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /assets/characters/sera.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /assets/characters/rivets.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /assets/characters/bolt.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:24:36] "GET /assets/characters/wonder.glb HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /index.html?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/three.min.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/post/EffectComposer.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/gltf/GLTFLoader.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Aug/2026 18:37:21] "GET /js/vendor/post/RenderPass.js HTTP/1.1" 200 -
